Order ID,Order Date,Customer ID,Customer Name,Product ID,Product Name,Category,Region,Quantity,Unit Price,Revenue,Profit
ORD-2025-12775,2025-11-25,CUST-1051,Margaret Thompson,PROD-EL-002,Ultrabook Air,Electronics,East,1,1200.0,1200.0,123.32
ORD-2024-12776,2024-11-11,CUST-0442,Ashley Martin,PROD-AP-004,Classic Fit Chinos,Apparel,South,2,49.99,99.98,42.32
ORD-2025-12777,2025-01-28,CUST-0265,Anthony Clark,PROD-AP-003,Lightweight Running Shoes,Apparel,West,5,119.99,599.95,194.96
ORD-2024-12778,2024-08-05,CUST-0679,Daniel Sanchez,PROD-AP-004,Classic Fit Chinos,Apparel,South,2,49.99,99.98,39.19
ORD-2026-12779,2026-05-13,CUST-1334,Thomas White,PROD-BK-003,Healthy Eats: 100 Recipes (Cookbook),Books,East,1,29.99,29.99,16.37
ORD-2025-12780,2025-08-24,CUST-1648,Sandra Martinez,PROD-BK-001,The Galactic Horizon (Sci-Fi Novel),Books,North,1,17.99,17.99,10.86
ORD-2026-12781,2026-04-10,CUST-0826,Michael Martin,PROD-EL-003,Noise-Canceling Headphones,Electronics,West,10,199.99,1999.9,485.03
ORD-2024-12782,2024-11-04,CUST-1161,Matthew Jones,PROD-BK-004,Whispers in the Dark (Mystery Thriller),Books,South,1,14.99,14.99,4.38
ORD-2025-12783,2025-12-09,CUST-0199,Margaret Lewis,PROD-SO-005,Heavy Duty Resistance Bands,Sports & Outdoors,West,2,19.99,39.98,26.07
ORD-2025-12784,2025-11-29,CUST-1632,Barbara Brown,PROD-BK-001,The Galactic Horizon (Sci-Fi Novel),Books,East,1,17.99,17.99,10.98
ORD-2025-12785,2025-10-04,CUST-1046,Ashley Williams,PROD-SO-002,Insulated Stainless Water Bottle,Sports & Outdoors,North,1,34.99,34.99,-9.61
ORD-2026-12786,2026-05-04,CUST-1407,Sarah Johnson,PROD-SO-003,4-Person Instant Camping Tent,Sports & Outdoors,East,3,179.99,539.97,81.61
ORD-2025-12787,2025-01-13,CUST-1429,Ashley Sanchez,PROD-SO-003,4-Person Instant Camping Tent,Sports & Outdoors,West,1,179.99,179.99,-35.84
ORD-2024-12788,2024-05-20,CUST-0472,Daniel Wilson,PROD-SO-004,Adjustable Dumbbells Set,Sports & Outdoors,East,1,299.99,299.99,57.92
ORD-2025-12789,2025-09-16,CUST-0984,Barbara Robinson,PROD-HK-001,Digital Air Fryer,Home & Kitchen,East,1,129.99,129.99,39.66
ORD-2025-12790,2025-11-05,CUST-1723,Charles Lewis,PROD-BK-004,Whispers in the Dark (Mystery Thriller),Books,South,5,14.99,74.95,52.61
ORD-2025-12791,2025-06-30,CUST-0178,Jane Brown,PROD-SO-005,Heavy Duty Resistance Bands,Sports & Outdoors,South,1,19.99,19.99,13.19
ORD-2024-12792,2024-08-02,CUST-1226,Donald Lee,PROD-AP-004,Classic Fit Chinos,Apparel,North,3,49.99,149.97,62.56
ORD-2025-12793,2025-04-27,CUST-1728,Mark Thompson,PROD-HK-002,Programmable Drip Coffee Maker,Home & Kitchen,North,1,79.99,79.99,30.32
ORD-2024-12794,2024-11-11,CUST-0532,Christopher Moore,PROD-EL-005,Wireless Charging Dock,Electronics,North,3,49.99,149.97,51.38
ORD-2025-12795,2025-02-15,CUST-1551,Barbara Perez,PROD-EL-001,Smartphone X1,Electronics,South,10,850.0,8500.0,1112.53
ORD-2025-12796,2025-08-24,CUST-1674,Charles Taylor,PROD-AP-004,Classic Fit Chinos,Apparel,East,1,49.99,49.99,19.67
ORD-2025-12797,2025-11-15,CUST-1348,Anthony Miller,PROD-AP-004,Classic Fit Chinos,Apparel,South,1,49.99,49.99,19.02
ORD-2024-12798,2024-08-25,CUST-0432,Robert Anderson,PROD-AP-001,Premium Denim Jacket,Apparel,North,1,89.99,89.99,37.77
ORD-2025-12799,2025-01-24,CUST-0580,Barbara Brown,PROD-EL-003,Noise-Canceling Headphones,Electronics,South,2,199.99,399.98,105.73
ORD-2024-12800,2024-10-02,CUST-0070,Robert White,PROD-AP-004,Classic Fit Chinos,Apparel,South,1,49.99,49.99,18.66
ORD-2024-12801,2024-07-26,CUST-1485,Joseph Lewis,PROD-BK-001,The Galactic Horizon (Sci-Fi Novel),Books,East,1,17.99,17.99,5.66
ORD-2025-12802,2025-12-10,CUST-1523,Mark Johnson,PROD-HK-005,Smart Robot Vacuum,Home & Kitchen,West,1,349.99,349.99,75.03
ORD-2026-12803,2026-03-20,CUST-1147,William Rodriguez,PROD-BK-003,Healthy Eats: 100 Recipes (Cookbook),Books,East,1,29.99,29.99,16.65
ORD-2024-12804,2024-12-24,CUST-0628,Barbara Moore,PROD-HK-003,10-Piece Stainless Steel Cookware Set,Home & Kitchen,South,1,249.99,249.99,64.59
ORD-2025-12805,2025-11-20,CUST-0151,Robert Lewis,PROD-SO-005,Heavy Duty Resistance Bands,Sports & Outdoors,West,3,19.99,59.97,38.19
ORD-2026-12806,2026-03-10,CUST-1356,Lisa Martinez,PROD-AP-002,Organic Cotton Hoodie,Apparel,North,3,59.99,179.97,88.79
ORD-2026-12807,2026-01-24,CUST-1314,Joseph Williams,PROD-HK-003,10-Piece Stainless Steel Cookware Set,Home & Kitchen,South,1,249.99,249.99,60.0
ORD-2024-12808,2024-07-12,CUST-1641,Ashley Brown,PROD-BK-001,The Galactic Horizon (Sci-Fi Novel),Books,South,2,17.99,35.98,22.45
ORD-2026-12809,2026-04-27,CUST-1323,Michael Smith,PROD-HK-001,Digital Air Fryer,Home & Kitchen,South,2,129.99,259.98,78.85
ORD-2024-12810,2024-12-29,CUST-1478,Margaret Moore,PROD-AP-002,Organic Cotton Hoodie,Apparel,South,2,59.99,119.98,55.83
ORD-2024-12811,2024-12-01,CUST-1345,Michael Brown,PROD-EL-005,Wireless Charging Dock,Electronics,West,1,49.99,49.99,17.19
ORD-2024-12812,2024-03-10,CUST-1144,Joseph Smith,PROD-BK-004,Whispers in the Dark (Mystery Thriller),Books,West,1,14.99,14.99,10.07
ORD-2025-12813,2025-04-11,CUST-0777,Mark Robinson,PROD-AP-002,Organic Cotton Hoodie,Apparel,East,2,59.99,119.98,65.37
ORD-2024-12814,2024-04-27,CUST-1626,William Thompson,PROD-EL-003,Noise-Canceling Headphones,Electronics,East,2,199.99,399.98,91.13
ORD-2024-12815,2024-09-10,CUST-1175,Christopher Smith,PROD-BK-004,Whispers in the Dark (Mystery Thriller),Books,West,1,14.99,14.99,10.44
ORD-2024-12816,2024-11-15,CUST-0721,Linda Thompson,PROD-EL-003,Noise-Canceling Headphones,Electronics,South,1,199.99,199.99,46.18
ORD-2025-12817,2025-12-27,CUST-0161,Sandra Garcia,PROD-AP-004,Classic Fit Chinos,Apparel,West,1,49.99,49.99,19.96
ORD-2026-12818,2026-02-20,CUST-0519,Thomas Taylor,PROD-BK-005,Focus: The Art of Concentration (Self-Help),Books,South,1,19.99,19.99,12.81
ORD-2024-12819,2024-11-04,CUST-1008,Linda Robinson,PROD-AP-003,Lightweight Running Shoes,Apparel,East,1,119.99,119.99,44.55
ORD-2026-12820,2026-02-04,CUST-0500,Michael Smith,PROD-HK-002,Programmable Drip Coffee Maker,Home & Kitchen,North,1,79.99,79.99,28.52
ORD-2026-12821,2026-02-02,CUST-0412,Richard Lee,PROD-EL-001,Smartphone X1,Electronics,South,1,850.0,850.0,63.08
ORD-2025-12822,2025-11-28,CUST-0979,Jane Rodriguez,PROD-EL-002,Ultrabook Air,Electronics,South,3,1200.0,3600.0,359.47
ORD-2024-12823,2024-06-06,CUST-0315,Daniel Ramirez,PROD-EL-002,Ultrabook Air,Electronics,South,1,1200.0,1200.0,108.05
ORD-2025-12824,2025-10-03,CUST-1441,Linda Lewis,PROD-AP-001,Premium Denim Jacket,Apparel,South,2,89.99,179.98,56.17
ORD-2026-12825,2026-04-18,CUST-0887,Ashley Hernandez,PROD-HK-003,10-Piece Stainless Steel Cookware Set,Home & Kitchen,North,2,249.99,499.98,114.68
ORD-2025-12826,2025-09-26,CUST-1054,Elizabeth Clark,PROD-AP-003,Lightweight Running Shoes,Apparel,East,1,119.99,119.99,38.12
ORD-2024-12827,2024-11-25,CUST-0272,Margaret Jackson,PROD-SO-001,Eco-Friendly Yoga Mat,Sports & Outdoors,East,1,39.99,39.99,20.45
ORD-2025-12828,2025-04-24,CUST-0566,Jane Davis,PROD-AP-002,Organic Cotton Hoodie,Apparel,South,3,59.99,179.97,95.82
ORD-2025-12829,2025-08-25,CUST-0746,Robert Sanchez,PROD-BK-001,The Galactic Horizon (Sci-Fi Novel),Books,North,1,17.99,17.99,11.21
ORD-2025-12830,2025-05-03,CUST-1452,Karen Lewis,PROD-SO-001,Eco-Friendly Yoga Mat,Sports & Outdoors,East,3,39.99,119.97,57.4
ORD-2024-12831,2024-05-09,CUST-1383,Jane Williams,PROD-EL-004,Smart Fitness Watch,Electronics,North,3,249.99,749.97,142.79
ORD-2024-12832,2024-11-11,CUST-0413,Sandra Moore,PROD-SO-001,Eco-Friendly Yoga Mat,Sports & Outdoors,East,2,39.99,79.98,37.78
ORD-2025-12833,2025-12-22,CUST-1117,Lisa Perez,PROD-HK-001,Digital Air Fryer,Home & Kitchen,North,2,129.99,259.98,75.48
ORD-2026-12834,2026-02-07,CUST-0448,Daniel Brown,PROD-AP-004,Classic Fit Chinos,Apparel,East,2,49.99,99.98,38.86
ORD-2024-12835,2024-05-27,CUST-1774,Robert Lopez,PROD-SO-003,4-Person Instant Camping Tent,Sports & Outdoors,West,1,179.99,179.99,56.22
ORD-2026-12836,2026-04-24,CUST-1709,William Brown,PROD-BK-004,Whispers in the Dark (Mystery Thriller),Books,South,5,14.99,74.95,49.69
ORD-2024-12837,2024-11-23,CUST-1036,Daniel Sanchez,PROD-HK-003,10-Piece Stainless Steel Cookware Set,Home & Kitchen,North,1,249.99,249.99,62.01
ORD-2025-12838,2025-09-07,CUST-1250,Daniel White,PROD-AP-001,Premium Denim Jacket,Apparel,West,1,89.99,89.99,21.67
ORD-2025-12839,2025-11-20,CUST-1443,Susan Moore,PROD-EL-002,Ultrabook Air,Electronics,South,1,1200.0,1200.0,57.55
ORD-2025-12840,2025-12-28,CUST-1306,Linda Robinson,PROD-AP-001,Premium Denim Jacket,Apparel,East,2,89.99,179.98,78.28
ORD-2026-12841,2026-04-18,CUST-1251,Ashley Wilson,PROD-HK-005,Smart Robot Vacuum,Home & Kitchen,South,1,349.99,349.99,76.71
ORD-2024-12842,2024-11-12,CUST-1719,Ashley Taylor,PROD-BK-001,The Galactic Horizon (Sci-Fi Novel),Books,West,4,17.99,71.96,48.35
ORD-2026-12843,2026-02-04,CUST-1087,Nancy Martin,PROD-SO-005,Heavy Duty Resistance Bands,Sports & Outdoors,West,1,19.99,19.99,12.5
ORD-2024-12844,2024-05-21,CUST-1151,Lisa Ramirez,PROD-BK-001,The Galactic Horizon (Sci-Fi Novel),Books,South,3,17.99,53.97,34.31
ORD-2025-12845,2025-10-17,CUST-1522,Betty Thomas,PROD-HK-001,Digital Air Fryer,Home & Kitchen,North,1,129.99,129.99,24.82
ORD-2025-12846,2025-11-14,CUST-1206,Mark Davis,PROD-HK-004,Ergonomic Memory Foam Pillow,Home & Kitchen,South,1,39.99,39.99,17.99
ORD-2025-12847,2025-09-21,CUST-1325,Daniel Clark,PROD-BK-003,Healthy Eats: 100 Recipes (Cookbook),Books,East,1,29.99,29.99,17.54
ORD-2024-12848,2024-09-14,CUST-0438,Christopher Lopez,PROD-BK-003,Healthy Eats: 100 Recipes (Cookbook),Books,North,1,29.99,29.99,17.32
ORD-2026-12849,2026-02-17,CUST-0676,Mary Harris,PROD-AP-001,Premium Denim Jacket,Apparel,North,1,89.99,89.99,37.78
ORD-2024-12850,2024-06-29,CUST-0271,Sandra Perez,PROD-HK-004,Ergonomic Memory Foam Pillow,Home & Kitchen,East,4,39.99,159.96,46.8
ORD-2024-12851,2024-03-01,CUST-0933,Ashley Thomas,PROD-HK-002,Programmable Drip Coffee Maker,Home & Kitchen,East,1,79.99,79.99,9.97
ORD-2025-12852,2025-10-27,CUST-0821,Karen Lopez,PROD-SO-005,Heavy Duty Resistance Bands,Sports & Outdoors,West,2,19.99,39.98,22.92
ORD-2025-12853,2025-04-01,CUST-1790,Daniel Williams,PROD-AP-002,Organic Cotton Hoodie,Apparel,West,1,59.99,59.99,31.62
ORD-2026-12854,2026-01-27,CUST-1105,Thomas Sanchez,PROD-HK-003,10-Piece Stainless Steel Cookware Set,Home & Kitchen,North,1,249.99,249.99,60.91
ORD-2025-12855,2025-01-04,CUST-1420,Margaret Lee,PROD-EL-001,Smartphone X1,Electronics,South,1,850.0,850.0,108.62
ORD-2024-12856,2024-06-28,CUST-0580,Barbara Brown,PROD-SO-002,Insulated Stainless Water Bottle,Sports & Outdoors,South,1,34.99,34.99,18.6
ORD-2026-12857,2026-01-17,CUST-1485,Joseph Lewis,PROD-SO-003,4-Person Instant Camping Tent,Sports & Outdoors,East,3,179.99,539.97,174.61
ORD-2025-12858,2025-06-06,CUST-1114,Karen Johnson,PROD-SO-005,Heavy Duty Resistance Bands,Sports & Outdoors,North,2,19.99,39.98,22.53
ORD-2024-12859,2024-07-17,CUST-1246,Daniel Perez,PROD-EL-004,Smart Fitness Watch,Electronics,West,1,249.99,249.99,50.91
ORD-2025-12860,2025-10-30,CUST-0523,Jessica Hernandez,PROD-HK-005,Smart Robot Vacuum,Home & Kitchen,South,2,349.99,699.98,152.65
ORD-2025-12861,2025-05-03,CUST-1013,Robert Thompson,PROD-HK-003,10-Piece Stainless Steel Cookware Set,Home & Kitchen,West,1,249.99,249.99,-38.17
ORD-2025-12862,2025-07-23,CUST-1149,Susan Hernandez,PROD-EL-004,Smart Fitness Watch,Electronics,West,2,249.99,499.98,98.34
ORD-2025-12863,2025-03-19,CUST-1077,Anthony Williams,PROD-BK-005,Focus: The Art of Concentration (Self-Help),Books,West,3,19.99,59.97,42.28
ORD-2026-12864,2026-01-10,CUST-1646,Thomas Johnson,PROD-SO-002,Insulated Stainless Water Bottle,Sports & Outdoors,East,3,34.99,104.97,55.43
ORD-2026-12865,2026-01-11,CUST-1619,Anthony Moore,PROD-EL-002,Ultrabook Air,Electronics,East,1,1200.0,1200.0,121.91
ORD-2025-12866,2025-10-20,CUST-1741,William Rodriguez,PROD-BK-003,Healthy Eats: 100 Recipes (Cookbook),Books,West,1,29.99,29.99,-7.28
ORD-2024-12867,2024-04-24,CUST-1199,Barbara Jackson,PROD-AP-004,Classic Fit Chinos,Apparel,North,1,49.99,49.99,18.01
ORD-2026-12868,2026-01-18,CUST-1743,Michael Clark,PROD-EL-001,Smartphone X1,Electronics,East,5,850.0,4250.0,486.91
ORD-2025-12869,2025-09-15,CUST-1488,Linda Garcia,PROD-SO-004,Adjustable Dumbbells Set,Sports & Outdoors,West,4,299.99,1199.96,-99.43
ORD-2025-12870,2025-10-09,CUST-0490,Jane Sanchez,PROD-HK-005,Smart Robot Vacuum,Home & Kitchen,North,1,349.99,349.99,76.95
ORD-2024-12871,2024-12-19,CUST-0778,Mark Ramirez,PROD-SO-002,Insulated Stainless Water Bottle,Sports & Outdoors,East,2,34.99,69.98,38.89
ORD-2026-12872,2026-02-23,CUST-0445,Nancy Sanchez,PROD-EL-002,Ultrabook Air,Electronics,North,4,1200.0,4800.0,469.35
ORD-2025-12873,2025-11-03,CUST-0008,Karen Miller,PROD-HK-002,Programmable Drip Coffee Maker,Home & Kitchen,South,1,79.99,79.99,26.32
ORD-2024-12874,2024-05-01,CUST-0359,Christopher Wilson,PROD-BK-001,The Galactic Horizon (Sci-Fi Novel),Books,South,3,17.99,53.97,33.3
ORD-2025-12875,2025-01-25,CUST-0008,Karen Miller,PROD-BK-001,The Galactic Horizon (Sci-Fi Novel),Books,South,1,17.99,17.99,7.86
ORD-2026-12876,2026-03-02,CUST-1304,Elizabeth Johnson,PROD-HK-002,Programmable Drip Coffee Maker,Home & Kitchen,South,1,79.99,79.99,28.96
ORD-2024-12877,2024-02-22,CUST-0772,Michael Lee,PROD-BK-002,Exponential Growth (Business Guide),Books,North,1,24.99,24.99,14.11
ORD-2026-12878,2026-05-01,CUST-0541,Mary Harris,PROD-AP-003,Lightweight Running Shoes,Apparel,North,1,119.99,119.99,28.25
ORD-2025-12879,2025-09-23,CUST-1371,Donald Ramirez,PROD-HK-005,Smart Robot Vacuum,Home & Kitchen,North,3,349.99,1049.97,237.42
ORD-2025-12880,2025-08-14,CUST-1488,Linda Garcia,PROD-EL-002,Ultrabook Air,Electronics,West,1,1200.0,1200.0,128.47
ORD-2024-12881,2024-10-03,CUST-1755,Nancy Ramirez,PROD-EL-002,Ultrabook Air,Electronics,South,1,1200.0,1200.0,72.98
ORD-2024-12882,2024-09-11,CUST-1159,Mary Davis,PROD-HK-002,Programmable Drip Coffee Maker,Home & Kitchen,North,1,79.99,79.99,13.45
ORD-2026-12883,2026-04-15,CUST-0837,Betty Johnson,PROD-EL-005,Wireless Charging Dock,Electronics,South,2,49.99,99.98,36.95
ORD-2024-12884,2024-11-01,CUST-0533,Lisa Brown,PROD-BK-005,Focus: The Art of Concentration (Self-Help),Books,South,2,19.99,39.98,14.74
ORD-2025-12885,2025-12-05,CUST-0413,Sandra Moore,PROD-HK-001,Digital Air Fryer,Home & Kitchen,East,2,129.99,259.98,71.63
ORD-2025-12886,2025-01-12,CUST-0399,Jane Hernandez,PROD-AP-004,Classic Fit Chinos,Apparel,South,1,49.99,49.99,20.18
ORD-2024-12887,2024-05-29,CUST-0744,Sandra Williams,PROD-HK-001,Digital Air Fryer,Home & Kitchen,South,2,129.99,259.98,79.87
ORD-2024-12888,2024-01-12,CUST-1782,Joseph Robinson,PROD-EL-001,Smartphone X1,Electronics,East,4,850.0,3400.0,395.12
ORD-2025-12889,2025-06-02,CUST-0002,Betty Rodriguez,PROD-SO-005,Heavy Duty Resistance Bands,Sports & Outdoors,West,1,19.99,19.99,13.17
ORD-2026-12890,2026-05-12,CUST-0375,Donald Thompson,PROD-HK-001,Digital Air Fryer,Home & Kitchen,South,2,129.99,259.98,76.27
ORD-2024-12891,2024-12-23,CUST-0359,Christopher Wilson,PROD-BK-001,The Galactic Horizon (Sci-Fi Novel),Books,South,4,17.99,71.96,49.35
ORD-2024-12892,2024-12-14,CUST-1299,Jane Thomas,PROD-BK-002,Exponential Growth (Business Guide),Books,West,2,24.99,49.98,30.71
ORD-2024-12893,2024-12-05,CUST-0628,Barbara Moore,PROD-BK-005,Focus: The Art of Concentration (Self-Help),Books,South,2,19.99,39.98,23.74
ORD-2025-12894,2025-05-12,CUST-0826,Michael Martin,PROD-AP-004,Classic Fit Chinos,Apparel,West,2,49.99,99.98,39.65
ORD-2025-12895,2025-03-01,CUST-0273,Susan Moore,PROD-HK-003,10-Piece Stainless Steel Cookware Set,Home & Kitchen,South,1,249.99,249.99,56.77
ORD-2026-12896,2026-02-24,CUST-0736,Richard Lee,PROD-BK-002,Exponential Growth (Business Guide),Books,North,2,24.99,49.98,-10.55
ORD-2025-12897,2025-04-28,CUST-0199,Margaret Lewis,PROD-HK-003,10-Piece Stainless Steel Cookware Set,Home & Kitchen,West,3,249.99,749.97,200.15
ORD-2025-12898,2025-04-30,CUST-0991,Barbara Rodriguez,PROD-HK-004,Ergonomic Memory Foam Pillow,Home & Kitchen,North,1,39.99,39.99,11.47
ORD-2024-12899,2024-05-28,CUST-0192,Lisa White,PROD-SO-005,Heavy Duty Resistance Bands,Sports & Outdoors,West,3,19.99,59.97,33.22
ORD-2026-12900,2026-05-18,CUST-1425,Michael Garcia,PROD-AP-004,Classic Fit Chinos,Apparel,East,2,49.99,99.98,43.96
ORD-2024-12901,2024-09-12,CUST-1044,John Miller,PROD-HK-001,Digital Air Fryer,Home & Kitchen,West,1,129.99,129.99,35.35
ORD-2024-12902,2024-03-22,CUST-1310,David Clark,PROD-HK-002,Programmable Drip Coffee Maker,Home & Kitchen,East,2,79.99,159.98,59.6
ORD-2025-12903,2025-09-08,CUST-0759,Charles Wilson,PROD-HK-001,Digital Air Fryer,Home & Kitchen,South,1,129.99,129.99,35.53
ORD-2025-12904,2025-07-16,CUST-0689,Joseph Ramirez,PROD-HK-002,Programmable Drip Coffee Maker,Home & Kitchen,South,3,79.99,239.97,89.29
ORD-2025-12905,2025-02-01,CUST-0192,Lisa White,PROD-AP-003,Lightweight Running Shoes,Apparel,West,1,119.99,119.99,41.26
ORD-2025-12906,2025-02-09,CUST-0971,Barbara Ramirez,PROD-EL-005,Wireless Charging Dock,Electronics,West,4,49.99,199.96,69.96
ORD-2025-12907,2025-12-12,CUST-0949,Nancy Harris,PROD-HK-004,Ergonomic Memory Foam Pillow,Home & Kitchen,East,1,39.99,39.99,-2.19
ORD-2024-12908,2024-07-23,CUST-0848,Charles Gonzalez,PROD-HK-002,Programmable Drip Coffee Maker,Home & Kitchen,North,2,79.99,159.98,60.13
ORD-2026-12909,2026-01-04,CUST-1335,Christopher Brown,PROD-SO-005,Heavy Duty Resistance Bands,Sports & Outdoors,West,10,19.99,199.9,110.35
ORD-2025-12910,2025-08-27,CUST-1488,Linda Garcia,PROD-EL-001,Smartphone X1,Electronics,West,1,850.0,850.0,107.47
ORD-2025-12911,2025-02-06,CUST-1352,Mark Thompson,PROD-HK-001,Digital Air Fryer,Home & Kitchen,East,2,129.99,259.98,73.51
ORD-2025-12912,2025-03-16,CUST-0265,Anthony Clark,PROD-EL-002,Ultrabook Air,Electronics,West,1,1200.0,1200.0,50.95
ORD-2024-12913,2024-09-19,CUST-1124,Thomas Harris,PROD-SO-005,Heavy Duty Resistance Bands,Sports & Outdoors,West,3,19.99,59.97,32.96
ORD-2025-12914,2025-11-20,CUST-0155,Barbara Lopez,PROD-SO-005,Heavy Duty Resistance Bands,Sports & Outdoors,East,2,19.99,39.98,24.21
ORD-2025-12915,2025-05-05,CUST-1243,Mary Hernandez,PROD-SO-003,4-Person Instant Camping Tent,Sports & Outdoors,North,4,179.99,719.96,99.67
ORD-2024-12916,2024-11-17,CUST-0691,Susan Rodriguez,PROD-EL-003,Noise-Canceling Headphones,Electronics,East,3,199.99,599.97,147.6
ORD-2025-12917,2025-07-17,CUST-0249,Linda Johnson,PROD-HK-003,10-Piece Stainless Steel Cookware Set,Home & Kitchen,North,1,249.99,249.99,57.96
ORD-2026-12918,2026-05-29,CUST-1551,Barbara Perez,PROD-EL-005,Wireless Charging Dock,Electronics,South,1,49.99,49.99,-3.86
ORD-2025-12919,2025-02-23,CUST-1111,Matthew Wilson,PROD-EL-004,Smart Fitness Watch,Electronics,South,2,249.99,499.98,98.12
ORD-2026-12920,2026-03-29,CUST-0633,Susan Martinez,PROD-EL-003,Noise-Canceling Headphones,Electronics,West,1,199.99,199.99,54.39
ORD-2024-12921,2024-12-06,CUST-0056,Mary Martinez,PROD-AP-001,Premium Denim Jacket,Apparel,South,1,89.99,89.99,37.95
ORD-2024-12922,2024-03-02,CUST-0999,David Moore,PROD-SO-001,Eco-Friendly Yoga Mat,Sports & Outdoors,South,1,39.99,39.99,18.06
ORD-2024-12923,2024-07-31,CUST-1663,Jessica Robinson,PROD-AP-002,Organic Cotton Hoodie,Apparel,South,2,59.99,119.98,65.48
ORD-2025-12924,2025-02-05,CUST-1087,Nancy Martin,PROD-SO-002,Insulated Stainless Water Bottle,Sports & Outdoors,West,1,34.99,34.99,17.34
ORD-2024-12925,2024-08-14,CUST-1742,Barbara Perez,PROD-SO-003,4-Person Instant Camping Tent,Sports & Outdoors,North,3,179.99,539.97,169.44
ORD-2024-12926,2024-01-01,CUST-0256,Susan Davis,PROD-AP-004,Classic Fit Chinos,Apparel,East,3,49.99,149.97,54.7
ORD-2026-12927,2026-03-25,CUST-1046,Ashley Williams,PROD-AP-005,Pack of Athletic Socks,Apparel,North,2,14.99,29.98,16.88
ORD-2026-12928,2026-01-23,CUST-1438,Susan Rodriguez,PROD-SO-003,4-Person Instant Camping Tent,Sports & Outdoors,East,1,179.99,179.99,52.97
ORD-2025-12929,2025-11-14,CUST-0972,Margaret Anderson,PROD-SO-004,Adjustable Dumbbells Set,Sports & Outdoors,East,1,299.99,299.99,57.45
ORD-2024-12930,2024-06-28,CUST-0179,Susan White,PROD-AP-005,Pack of Athletic Socks,Apparel,North,1,14.99,14.99,8.32
ORD-2024-12931,2024-05-09,CUST-1062,Margaret Davis,PROD-BK-003,Healthy Eats: 100 Recipes (Cookbook),Books,East,10,29.99,299.9,164.87
ORD-2024-12932,2024-03-15,CUST-1107,Mark Ramirez,PROD-EL-004,Smart Fitness Watch,Electronics,South,1,249.99,249.99,52.47
ORD-2025-12933,2025-11-02,CUST-1317,John Lopez,PROD-AP-005,Pack of Athletic Socks,Apparel,West,1,14.99,14.99,9.25
ORD-2026-12934,2026-04-05,CUST-1368,John Williams,PROD-EL-002,Ultrabook Air,Electronics,West,1,1200.0,1200.0,37.93
ORD-2025-12935,2025-02-18,CUST-1385,William Lee,PROD-AP-001,Premium Denim Jacket,Apparel,West,2,89.99,179.98,83.97
ORD-2024-12936,2024-05-08,CUST-1196,Margaret Johnson,PROD-AP-002,Organic Cotton Hoodie,Apparel,North,2,59.99,119.98,55.34
ORD-2025-12937,2025-05-04,CUST-0403,Charles Jackson,PROD-EL-002,Ultrabook Air,Electronics,North,1,1200.0,1200.0,127.92
ORD-2024-12938,2024-12-08,CUST-0734,Anthony Williams,PROD-EL-004,Smart Fitness Watch,Electronics,West,1,249.99,249.99,19.13
ORD-2024-12939,2024-12-28,CUST-1396,Lisa Davis,PROD-AP-002,Organic Cotton Hoodie,Apparel,North,2,59.99,119.98,63.42
ORD-2025-12940,2025-08-06,CUST-1713,Ashley Lee,PROD-HK-003,10-Piece Stainless Steel Cookware Set,Home & Kitchen,East,1,249.99,249.99,60.98
ORD-2025-12941,2025-10-29,CUST-0155,Barbara Lopez,PROD-SO-003,4-Person Instant Camping Tent,Sports & Outdoors,East,2,179.99,359.98,101.55
ORD-2024-12942,2024-04-29,CUST-0997,Christopher Ramirez,PROD-AP-002,Organic Cotton Hoodie,Apparel,West,3,59.99,179.97,84.37
ORD-2024-12943,2024-02-08,CUST-0540,Susan Ramirez,PROD-AP-004,Classic Fit Chinos,Apparel,North,2,49.99,99.98,38.18
ORD-2026-12944,2026-05-27,CUST-0419,Donald Smith,PROD-EL-003,Noise-Canceling Headphones,Electronics,East,2,199.99,399.98,-73.64
ORD-2024-12945,2024-08-25,CUST-0933,Ashley Thomas,PROD-EL-001,Smartphone X1,Electronics,East,3,850.0,2550.0,307.49
ORD-2024-12946,2024-03-01,CUST-1103,Lisa Harris,PROD-AP-004,Classic Fit Chinos,Apparel,East,4,49.99,199.96,33.18
ORD-2024-12947,2024-07-18,CUST-0019,Ashley Gonzalez,PROD-HK-003,10-Piece Stainless Steel Cookware Set,Home & Kitchen,East,1,249.99,249.99,65.86
ORD-2024-12948,2024-02-12,CUST-1407,Sarah Johnson,PROD-BK-005,Focus: The Art of Concentration (Self-Help),Books,East,1,19.99,19.99,6.26
ORD-2025-12949,2025-01-11,CUST-1467,Robert Thomas,PROD-HK-002,Programmable Drip Coffee Maker,Home & Kitchen,East,3,79.99,239.97,87.15
ORD-2025-12950,2025-12-22,CUST-1729,Matthew White,PROD-HK-004,Ergonomic Memory Foam Pillow,Home & Kitchen,West,1,39.99,39.99,17.17
ORD-2024-12951,2024-12-03,CUST-0339,Barbara Thompson,PROD-BK-002,Exponential Growth (Business Guide),Books,North,4,24.99,99.96,55.58
ORD-2025-12952,2025-03-04,CUST-1085,Susan Rodriguez,PROD-AP-004,Classic Fit Chinos,Apparel,West,1,49.99,49.99,21.94
ORD-2025-12953,2025-09-20,CUST-0775,Christopher Jackson,PROD-SO-005,Heavy Duty Resistance Bands,Sports & Outdoors,West,4,19.99,79.96,44.57
